LCSC Part;MFR.Part;First Category;Second Category;Package;Solder Joint;Manufacturer;Library Type
C4328;20KΩ (2002) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17544;20Ω (20R0) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17556;220KΩ (2203) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17557;220Ω (2200) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17560;22KΩ (2202) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17561;22Ω (22R0) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17575;24KΩ (2402) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17589;270KΩ (2703) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17593;27KΩ (2702) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17594;27Ω (27R0) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17604;2KΩ (2001) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17606;2Ω (2R00) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17614;3.9KΩ (3901) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17616;300KΩ (3003) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17617;300Ω (3000) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17629;330KΩ (3303) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17630;330Ω (3300) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17633;33KΩ (3302) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17634;33Ω (33R0) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17655;390Ω (3900) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17656;390KΩ (3903) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17661;3KΩ (3001) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17667;4.3KΩ (4301) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17675;4.7Ω (4R70) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17695;43KΩ (4302) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17709;470KΩ (4703) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17710;470Ω (4700) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17713;47KΩ (4702) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17714;47Ω (47R0) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17719;49.9KΩ (4992) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17720;49.9Ω (49R9) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17673;4.7KΩ (4701) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17724;5.1Ω (5R10) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C4382;5.6KΩ (5601) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17733;510KΩ (5103) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17734;510Ω (5100) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17737;51KΩ (5102) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17738;51Ω (51R0) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17756;56KΩ (5602) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17767;6.2KΩ (6201) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17772;6.8KΩ (6801) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17783;62KΩ (6202) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17797;680KΩ (6803) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17798;680Ω (6800) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17801;68KΩ (6802) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17807;7.5KΩ (7501) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17818;750Ω (7500) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17819;75KΩ (7502) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17828;8.2KΩ (8201) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17837;820Ω (8200) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17840;82KΩ (8202) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17841;82Ω (82R0) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17855;9.1KΩ (9101) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C18359;3.6KΩ (3601) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C20638;75Ω (75R0) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C25270;180Ω (1800) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C25271;1Ω (1R00) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C25826;39KΩ (3902) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C26010;3.3KΩ (3301) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C26108;10MΩ (1005) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C26112;2MΩ (2004) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17414;10KΩ (1002) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C27834;5.1KΩ (5101) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C28636;560Ω (5600) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17477;0Ω (0R0) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17757;56Ω (56R0) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17802;68Ω (68R0) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17572;240Ω (2400) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17677;4.99KΩ (4991) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17490;16KΩ (1602) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17678;40.2KΩ (4022) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17866;91KΩ (9102) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17422;110KΩ (1103) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C25824;240KΩ (2403) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17380;1.2MΩ (1204) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C26110;1.5MΩ (1504) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C26113;2.2MΩ (2204) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C17674;4.7MΩ (4704) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C26114;5.1MΩ (5104) ±1%;Resistors;Chip Resistor - Surface Mount;0805;2;Uniroyal Elec;base
C14971;1pF (010) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C1710;10nF (103) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C1729;22nF (223) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C1739;33nF (333) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C1740;330nF (334) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C1743;470pF (471) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C1744;4.7nF (472) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C1779;4.7uF (475) ±10% 25V X5R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C1785;10pF (100) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C1790;100pF (101) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C1794;15pF (150) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C1797;18pF (180) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C1798;20pF (200) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C1804;22pF (220) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C1809;30pF (300) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C1814;33pF (330) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C5378;220nF (224) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C8031;27pF (270) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C13967;470nF (474) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C14857;47pF (470) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C15850;10uF (106) ±10% 25V X5R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C28260;2.2nF (222) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C28323;1uF (105) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C45783;22uF (226) ±20% 25V X5R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C49217;2.2uF (225) ±20% 50V Y5V;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C49678;100nF(104) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;YAGEO;base
C53134;47nF (473) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C53172;220pF (221) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C53175;3.3nF (332) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C1788;1.5pF (1R5) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;expand
C1800;2pF (2R0) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C1803;2.7pF (2R7) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;expand
C1820;4.7pF (4R7) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;expand
C67560;6pF (6R0) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C1832;6.8pF (6R8) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;expand
C1792;12pF (120) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C1828;56pF (560) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C1834;68pF (680) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C1716;150pF (151) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C1724;200pF (201) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C51207;330pF (331) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C53150;680pF (681) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C1717;1.5nF (152) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C1755;6.8nF (682) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C1756;68nF (683) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Guangdong Fenghua Advanced Tech;base
C46653;1nF (102) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0805;2;Samsung Electro-Mechanics;base
C30615;1.2nF (122) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1593;12nF (123) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C1596;15nF (153) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C1609;2.7nF (272) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C1700;27nF (273) ±20% 50V Y5V;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C27920;8.2nF (822) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1685;8.2pF (8R2) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C1683;82pF (820) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C1588;1nF (102) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1594;150pF (151) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C1595;1.5nF (152) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C1603;220pF (221) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1604;2.2nF (222) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C21122;22nF (223) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1613;3.3nF (332) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1620;470pF (471) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C1622;47nF (473) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1623;470nF (474) ±10% 25V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1630;680pF (681) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C1631;6.8nF (682) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C1634;10pF (100) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1639;1.5pF (1R5) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C1647;18pF (180) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1648;20pF (200) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1653;22pF (220) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1656;27pF (270) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1663;33pF (330) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1664;330pF (331) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1669;4.7pF (4R7) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C1671;47pF (470) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1679;6.8pF (6R8) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C14663;100nF (104) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;YAGEO;base
C1644;15pF (150) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C14858;100pF (101) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C15849;1uF (105) ±10% 50V X5R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C16149;2.7pF (2R7) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C19666;4.7uF (475) ±10% 16V X5R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C19702;10uF (106) ±10% 10V X5R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C21117;33nF (333) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C21120;220nF (224) ±10% 25V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C21895;2pF (020) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C22397;30pF (300) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C23630;2.2uF (225) ±10% 16V X5R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C23969;1pF (010) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C28262;68pF (680) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C31658;68nF (683) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C37474;6pF (6R0) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C38523;12pF (120) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C39148;56pF (560) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C46219;3pF (3R0) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C53987;4.7nF (472) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C57112;10nF (103) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C59461;22uF (226) ±20% 6.3V X5R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Samsung Electro-Mechanics;base
C1600;200pF (201) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C1615;330nF (334) ±10% 25V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0603;2;Guangdong Fenghua Advanced Tech;base
C52923;1uF (105) ±10% 25V X5R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Samsung Electro-Mechanics;base
C23967;1.5nF (152) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Samsung Electro-Mechanics;base
C15525;10uF (106) ±20% 6.3V X5R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Samsung Electro-Mechanics;base
C1527;150pF (151) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Guangdong Fenghua Advanced Tech;base
C1558;2pF (2R0) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Guangdong Fenghua Advanced Tech;base
C1561;2.7pF (2R7) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Guangdong Fenghua Advanced Tech;base
C1554;20pF (200) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Guangdong Fenghua Advanced Tech;base
C1530;220pF (221) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Guangdong Fenghua Advanced Tech;base
C1532;22nF (223) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Guangdong Fenghua Advanced Tech;base
C1557;27pF (270) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Guangdong Fenghua Advanced Tech;base
C26404;3.3nF (332) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Samsung Electro-Mechanics;base
C1565;3.3pF (3R3) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Guangdong Fenghua Advanced Tech;base
C1570;30pF (300) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Guangdong Fenghua Advanced Tech;base
C13533;330pF (331) ±5% 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Samsung Electro-Mechanics;base
C1585;33nF (333) ±20% 50V Y5V;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Guangdong Fenghua Advanced Tech;base
C1538;4.7nF (472) ±10% 50V X7R;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Guangdong Fenghua Advanced Tech;base
C1569;4.7pF (4R7) ±0.25pF 50V C0G;Capacitors;Multilayer Ceramic Capacitors MLCC - SMD/SMT;0402;2;Guangdong Fenghua Advanced Tech;base
